"公司名","曾用名","联系电话","公司网站","法人","地址","简介__","简介____-","简介","注册资本","公司状态","工商注册号","组织机构代码","统一信用代码","公司类型","纳税人识别号","所属行业","人员规模","实缴资本","登记机关","参保人数","英文名","注册地址","经营范围","法人简介","执照实拍","当前企业网址","邮箱","注册时间","成立日期"
"重庆渝鹏玻璃有限公司","-","暂无","http://cqyupengongchang.com","余维述 ","重庆市綦江区篆塘镇陶家村"," ","","","1400万人民币元","存续(在营、开业、在册)","500222000005281","74749587-3","91500222747495873G","有限责任公司","91500222747495873G","制造业","-","1400万人民币元","重庆市工商行政管理局綦江区分局","-","-","重庆市綦江区篆塘镇陶家村","制造、销售:玻璃制品*","https://www.qichacha.com/pl_pb3f5678c6e240d1c0e437fe4ae95ad8.html","未上传","https://www.qichacha.com/firm_cf4413ce31bbd431a126e49eeb4f908e.html","暂无","2016-12-06","2003-04-22"
"","","","","",""," 重庆渝鹏玻璃有限公司是专业生产、销售玻璃制品的生产厂家。公司产品品种繁多，主要为家用电器厂、礼品公司、工艺品厂、蜡烛厂、食品厂、酒厂、五金厂、出口贸易公司配套服务；我公司玻璃制品主要有：耐高温咖啡壶具、玻璃水杯、茶杯、酒杯、如意壶、玻璃水具、烛台、玻璃碗、蝶、花瓶、玻璃灯罩、口杯酒包装杯、香辣酱包装杯、各种异形杂件等，我们也会按照客户要求，在货品上进行各种加工，如烤花、蒙砂…….；重庆渝鹏几大系列产品均以良好的品质、极具竞争性的价格等绝对优势畅销国内及世界各地。近年来公司致力于技术改造，积极引进先进设备和技术，累计了丰富的玻璃制品经验，制造技术成熟。现有员工400多人，各种技术人员55人。我司现有电助熔玻璃熔炉二座（38平米），自动机吹生产线八条，日产量十万只；人工吹制生产线八条。本公司位于重庆市綦江县篆塘镇，占地2万平方米，中国农民版画之乡，国内、国外客商往来洽谈商务，交通便利，省时快捷。长期以来，我司的产品深受各国客商的青睐和喜爱。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 重庆渝鹏玻璃有限公司是重庆地区最优秀的玻璃制品供货商之一，公司一贯奉行“质量第一、诚信为本”的营销理念，我们忠诚为客户服务，对客户所有订单，细心跟进，务求尽善尽美，准时交货。我们竭尽所能 配合客户开拓市场方针，提供高品质产品，让客户的市场业务如虎添翼，无后顾之忧。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 重庆渝鹏玻璃热忱欢迎您来电垂询、来我公司洽谈或来样来图定制各种玻璃产品！重庆渝鹏玻璃真诚希望与您互惠合作，一同拓展国内外市场，共创美好商机。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"深圳市巨基房地产顾问有限公司","-","暂无","http://www.chinajuji.com","雷双喜 ","深圳市福田区福田街道福山社区福华三路与金田路交界处东南侧卓越世纪中心、皇岗商务中..."," ","","","1000万人民币元","存续（在营、开业、在册）","440301102737080","75565225-0","91440300755652250C","有限责任公司","91440300755652250C","房地产业","100-499人","1000万人民币元","深圳市市场监督管理局","-","-","深圳市福田区福田街道福山社区福华三路与金田路交界处东南侧卓越世纪中心、皇岗商务中心3号楼1413-14","房地产经纪;房地产投资(具体项目另行申报);房地产开发;房地产信息咨询;房地产评估;物业租赁;物业管理。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外)。;","https://www.qichacha.com/pl_padcff57220d6506cf9257f38c662b4f.html","未上传","https://www.qichacha.com/firm_13b7a9f7493f695ed4e0d632f3c908f3.html","2850699167@qq.com","2018-06-12","2003-10-24"
"","","","","","","巨基商业地产集团，1998年成立于深圳，以“立足珠三角、布局全中国”的战略方向，在商业地产流通领域，是一家跨地区发展、多元化经营、集团化运作现代民营企业。产业链分布在广东、福建、湖南、江西、安徽、山东、贵州、广西、云南等城市。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 集团旗下拥有8家专业性商业属性公司，在商业地产投资开发领域总投资开发了12个大型商贸综合体项目，总投资开发量超过200万平方米，集团主营产业链涵盖：城市商业综合体、现代商贸综合体、大型专业市场、商业步行街区、廊桥商业、现代商贸仓储物流基地、商业地产全程营销策划、商业地产建筑规划设计、商业地产经营管理、商业地产金融与贸易、商业地产整合传播等储多商用领域。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 集团以“中国商业地产专业运营商”为企业发展理念，以”商业地产价值的实践者与开拓者”为企业基梁，我们的宗旨是“投资一个项目、成就一个经典、影响一个市场、繁荣一座城市”。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 集团通过16年品质磨砺、勇然倔起，在商界大大提升了企业品牌影响力，与中国商业联合会、中国市场协会、中国建材流通协会、中华全国工商联五金机电协会、中国电器工业协会、全国五金机电建材行业联盟等协会，都把巨基商业地产集团列为重点支持与服务企业。集团同时与广东商会、浙江商会、福建商会、潮州商会、湖南商会等100多家商会建立了网络互动，资源共赢的横向联系，与10000多家品牌商家及经销商形成了长期战略合作联盟、丰富的社会资源，成为集团脱颖而出不可或缺的重要条件。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 面向未来，集团秉承“因专注、而不同”的市场竞争战略方针，把握发展趋势、创新发展思路，做精、做强、做专业携同旗下产业链全面升级，适度扩张努力实现、立足珠三角、布局全中国，走向国际化的战略目标。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司网址：www.chinajuji.com","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 联系方式：0755-83259602/83259603/83259620","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆宏实置业代理有限公司","-","暂无","暂无","周存银 ","重庆市北部新区金渝大道56号附92号"," ","","","10万人民币元","存续(在营、开业、在册)","500903000053594","05324253-X","9150000005324253XX","有限责任公司","9150000005324253XX","房地产业","100-499人","10万人民币元","重庆两江新区市场和质量监督管理局","-","-","重庆市北部新区金渝大道56号附92号","房屋经纪、房屋信息咨询、房地产投资咨询;代办贷款手续。(以上经营范围国家法律、法规禁止经营的不得经营;应经审批而未获审批前不得经营)","https://www.qichacha.com/pl_p15bc4717bbd13ef2d6edc3895097581.html","未上传","https://www.qichacha.com/firm_ddcc712d42128fb19fe43cc9799f7729.html","2936677511@qq.com","2016-10-09","2012-09-12"
"","","","","","","重庆宏实置业代理有限公司成立于2012年，(现目前有三家门店：汽博西西里店、农业园区店、海尔海语店)；2014年度业绩约300万。是一家专门从事房地产营销、房产交易代办等相关的房地产综合服务机构。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司主营业务：房地产二手房屋买卖（江北、渝北等200多个楼盘， 50000多个资源）","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 一手房代理（招商江湾城、融创凡尔赛、融创嘉德庄园、万科城、美利山城市公园、北大资源博雅、蓝奥绿地保税港、汇祥幸福里、两江慧谷、岛）等几十个新楼盘。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 权证代办、各类房产贷款、房屋租赁、房屋委托等服务项目、并涉及房产市场研究、项目策划、商品房代理销售、余房、空置房销售、广告创意、装修服务，并提供房地产金融等相关服务，立足于重庆。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司自成立以来，秉承：诚信、专业、服务至上的宗旨，不断开拓进取。目前公司已拥有庞大的客户群体，通过连锁店面、短信、社区活动以及网站等多渠道的信息化服务方式，全面、及时、准确的与客户进行信息交互，为每位客户提供专业房产交易的高质量服务，体现出了超强的服务能力。并且为客户提供房地产交易过程中的抵押、按揭等相关金融服务，已经形成完整的房地产营销及相关服务体系。 宏实房产以“诚信为本，顾客至上”的核心理念，致力为广大客户提供全方位的房地产综合服务。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"沙坪坝区甘文餐饮店","-","023-89895373","暂无","甘文波","重庆市沙坪坝区小龙坎新街29号凯德广场04层13号","","","暂无","-","存续（在营、开业、在册）","500106600498037","L6152185-7","92500106MA5XTA3N90","个体工商户","92500106MA5XTA3N90","住宿和餐饮业","-","-","重庆市工商行政管理局沙坪坝区分局","-","-","重庆市沙坪坝区小龙坎新街29号凯德广场04层13号","服务:中式快餐类制售(含凉菜、不含生食海产品)。","https://www.qichacha.com/pl_p5e1a0420d171cdcc011636514e30f55.html","未上传","https://www.qichacha.com/firm_fe9f235d8cf3651ad87d2652387b8c8e.html","暂无","2017-12-05","2013-08-06"
"重庆山炮餐饮娱乐文化有限公司","-","暂无","暂无","章经纬 ","重庆市江北区建东一村78号27-2",""," ","","1000万人民币元","存续(在营、开业、在册)","500105005751010","32032628-8","91500105320326288P","有限责任公司","91500105320326288P","住宿和餐饮业","100-499人","-","重庆市工商行政管理局江北区分局","-","-","重庆市江北区建东一村78号27-2","餐饮管理;餐饮信息咨询;餐饮项目策划;食品加工技术咨询及技术转让;演唱会策划;摄影摄像服务;礼仪庆典活动策划。**[依法须经批准的项目,经相关部门批准后方可开展经营活动]","https://www.qichacha.com/pl_p18db9fe368ef4dff51803e962e20fd8.html","http://qccdata.qichacha.com/ECIScreen/e8bc4fd0b380ad890dddd2bfae42c4f9/20180422151501381.png","https://www.qichacha.com/firm_e8bc4fd0b380ad890dddd2bfae42c4f9.html","暂无","2017-05-23","2014-10-11"
"重庆航越酒店管理有限公司","-","暂无","暂无","江彦 ","重庆市渝北区领航南路5号",""," ","","200万人民币元","存续(在营、开业、在册)","500112004055205","30515497-5","91500112305154975P","有限责任公司(自然人独资)","91500112305154975P","租赁和商务服务业","-","-","重庆市工商行政管理局渝北区分局","-","-","重庆市渝北区领航南路5号","酒店管理;会议服务;企业形象策划;批发、零售:酒店用品;食品经营;住宿服务(取得相关行政许可后,在许可范围内从事经营活动)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p8d3cefecba8ac96cf48da904bc026f2.html","http://qccdata.qichacha.com/ECIScreen/71456ccae63b424f187fb7b1d1b004b5/20180703164743960.png","https://www.qichacha.com/firm_71456ccae63b424f187fb7b1d1b004b5.html","暂无","2018-01-11","2014-08-29"
"衡水今朝房地产开发有限公司","-","暂无","暂无","王永利 ","武邑县城东环路西侧(河峰商厦斜对过)",""," ","","1000万人民币元","存续（在营、开业、在册）","131122000006403","06701773-9","91131122067017739W","有限责任公司(自然人投资或控股)","91131122067017739W","房地产业","-","1000万人民币元","衡水市武邑县工商行政管理局","-","-","武邑县城东环路西侧(河峰商厦斜对过)","房地产的开发与经营。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_pfa0bf2b2d7016ef5496b87115e6ea64.html","http://qccdata.qichacha.com/ECIScreen/4768f33d39d0f8984007daa30d1cee56/20170909030625343.png","https://www.qichacha.com/firm_4768f33d39d0f8984007daa30d1cee56.html","暂无","2016-12-05","2013-04-23"
"重庆大同荷泰酒店管理有限公司","-","暂无","http://www.cqheb.com","税鸿 ","重庆市渝北区锦坪街5号"," ","","","200万人民币元","存续(在营、开业、在册)","500112000029738","67337234-3","91500112673372343N","有限责任公司(法人独资)","91500112673372343N","租赁和商务服务业","100-499人","200万人民币元","重庆市工商行政管理局渝北区分局","-","ChongqingDatongHetaiHotelManagementCo.,Ltd.","重庆市渝北区锦坪街5号","饮食服务(中西式快餐)、定型包装食品(酒类、饮料)销售、职工膳食供应(按按食品卫生许可证核定的有效期限范围从事经营);住宿服务(按卫生许可证和特种行业许可证核定的有效期限范围从事经营);酒店管理;商务咨询;旅游信息咨询;票务代理;承办展览展示活动、会议服务;销售:日用百货、服装。**国家法律、法规禁止经营的不得经营;法律、法规规定需前置审批的在未获审批前不得经营**","https://www.qichacha.com/pl_pfac74fa9018c2faf814561fb91598e0.html","未上传","https://www.qichacha.com/firm_e1b4b5c20ba4aa6b9f50f1ca74c67146.html","暂无","2016-11-25","2008-04-14"
"","","","","","","重庆大同荷泰酒店由美丽山水酒店管理有限公司管理，是一家按照准四星标准修建的精品商务酒店，集商务客房、餐饮、娱乐及休闲与一体。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 酒店地处繁华的江北区行政中心主干道(原民航大厦)，交通十分便利，距离江北国际机场仅需20分钟（车程），距火车站、朝天门码头仅15分钟（车程）。酒店拥有100间宽大、舒适的商务客房；提供免费上网服务，标准间床宽均为1.35m，专为商务人士营造商住合一的理想氛围；酒店一楼“花涧醉——最美的渝菜”可容纳300余人同时用餐，是公司和私人聚会的好去处。酒店拥有中央空调系统并设有商务中心、精品商场、美容美发、停车场等配套服务设施。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," “一刻停留,一生拥有”是我们的服务宗旨,您的满意是对我们最大的肯定! ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 重庆大同荷泰酒店全体同仁随时恭候您的光临!","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"上海衡虹房地产营销策划有限公司","-","暂无","暂无","李勇 ","上海市宝山区高逸路112-118号6幢3391室",""," ","","100万人民币元","存续（在营、开业、在册）","310113001640407","MA1GKRHR-5","91310113MA1GKRHR50","有限责任公司（自然人投资或控股）","91310113MA1GKRHR50","房地产业","-","-","宝山区市场监督管理局","-","-","上海市宝山区高逸路112-118号6幢3391室","房地产营销策划;市场营销策划;房地产经纪;市场信息咨询与调查(不得从事社会调查、社会调研、民意调查、民意测验);企业形象策划;公关策划;酒店管理;物业管理;旅游咨询;保险咨询;市政工程;园林绿化工程;室内设计咨询;景观设计咨询;会务礼仪服务;货物运输代理;电子商务(不得从事增值电信、金融业务);文化艺术交流策划;动漫设计;创意服务;商务信息咨询;财务咨询;设计、制作、代理、发布各类广告。【依法须经批准的项目,经相关部门批准后方可开展经营活动】","https://www.qichacha.com/pl_pf5f6f79078320e136893a97f3b64c7a.html","未上传","https://www.qichacha.com/firm_de4b531d5d7a9dd151de03be68b04872.html","暂无","2016-08-12","2016-08-12"
"渝北区圣玛莉演艺俱乐部","-","13648329287","暂无","夏彬","渝北区双龙湖街道龙升街111号","","","暂无","-","存续","500112600421859","-","92500112MA5UCCDW68","个体工商户","92500112MA5UCCDW68","文化、体育和娱乐业","-","-","重庆市工商行政管理局渝北区分局","-","-","渝北区双龙湖街道龙升街111号","歌舞娱乐、零售：预包装食品（在相关前置许可核定的事项内从事经营）***","https://www.qichacha.com/pl_pe189cda484d73aaaf0a9989c913b5eb.html","未上传","https://www.qichacha.com/firm_22e60b4e41b7dbcf427ea930b234b9fc.html","暂无","2017-02-27","2011-09-21"
"江津区几江斯特曼酒店","-","暂无","暂无","龚南富","重庆市江津区几江街道办事处津西路兰叶小区1-2层","","","暂无","-","存续","500381600938807","L6449862-1","92500116MA5UAB067X","个体工商户","92500116MA5UAB067X","住宿和餐饮业","-","-","重庆市工商行政管理局江津区分局","-","-","重庆市江津区几江街道办事处津西路兰叶小区1-2层","住宿、茶水服务（按许可证核定事项和期限从事经营）**","https://www.qichacha.com/pl_p5ede1d87bc1eb445cfcdc94031672c5.html","未上传","https://www.qichacha.com/firm_f5afb6037b43548a252c63d47fdab0a4.html","暂无","2017-01-04","2013-12-30"
"重庆市吉好食餐饮管理有限公司","-","暂无","http://www.cqxtels.com","骆开容 ","重庆市沙坪坝区凤天路芳草地5-2-3-2号"," ","","","500万人民币元","存续(在营、开业、在册)","500106000078292","55679431-X","9150010655679431XR","有限责任公司","9150010655679431XR","租赁和商务服务业","-","50万人民币元","重庆市工商行政管理局沙坪坝区分局","-","-","重庆市沙坪坝区凤天路芳草地5-2-3-2号","餐饮经营管理、咨询。(以上范围国家法律、法规禁止经营的不得经营;国家法律、法规规定应经审批而未获审批前不得经营)*","https://www.qichacha.com/pl_p05abedf281bc909dc3ba774d090fed6.html","未上传","https://www.qichacha.com/firm_811e689e5929f0d906cb28001acb4fcd.html","8956586@qq.com","2016-05-26","2010-07-01"
"","","","","","","负责餐厅收银工作！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆市大泽置业代理有限公司龙洲湾店","-","暂无","暂无","秦文蒸 ","重庆市巴南区龙洲湾大道97号3、4幢负1-17",""," ","","-","存续(在营、开业、在册)","500113300027282","06615371-2","91500113066153712L","分公司","91500113066153712L","房地产业","-","-","重庆市工商行政管理局巴南区分局","-","-","重庆市巴南区龙洲湾大道97号3、4幢负1-17","房地产中介服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)***","https://www.qichacha.com/pl_pbafc934c28c27ec5ef0f70fa470b751.html","未上传","https://www.qichacha.com/firm_dd66e753cef77ae778d4683fd3796e0c.html","2898503062@qq.com","2016-07-07","2013-04-10"
"鸿利项目管理有限公司重庆分公司","-","暂无","暂无","盛春艳 ","重庆市渝北区龙溪街道金山路11号山顶道8号B幢3-3-1",""," ","","-","存续(在营、开业、在册)","500112300734327","30500760-9","915001123050076098","分公司","915001123050076098","建筑业","-","-","重庆市工商行政管理局渝北区分局","-","-","重庆市渝北区龙溪街道金山路11号山顶道8号B幢3-3-1","为所隶属的企业法人承接其资质范围内的业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p5bb671bbb27ec6e0c9f96f9006f03b1.html","未上传","https://www.qichacha.com/firm_b62c53b543456c199383150119b10302.html","372884891@qq.com","2018-03-28","2014-05-23"
"重庆源玛房地产经纪有限公司","-","暂无","暂无","白东 ","重庆市九龙坡区石桥铺渝州路27号华宇名都城14-27-9号",""," ","","51万人民币元","存续(在营、开业、在册)","500901000015549","66890021-X","9150010766890021XY","有限责任公司","9150010766890021XY","房地产业","-","51万人民币元","重庆市工商行政管理局九龙坡区分局高新区局","-","-","重庆市九龙坡区石桥铺渝州路27号华宇名都城14-27-9号","房地产销售,房地产营销策划,房地产信息咨询,房地产经纪,房屋租赁,代办二手房按揭、抵押,商务信息咨询,设计、制作、代理、发布招牌、字牌、灯箱、充气装置和车载广告。(法律、法规禁止经营的,不得经营;法律、法规、国务院规定需经审批的,未获审批前,不得经营。)","https://www.qichacha.com/pl_p1f7fb0884a9c2ce95f703fc030508a4.html","未上传","https://www.qichacha.com/firm_643b909fce2e7b890ade4738f9885521.html","357587725@QQ.com","2015-12-29","2007-11-01"
"重庆金艺来广告有限公司","-","暂无","暂无","何建刚 ","重庆市渝中区陕西路24号金海洋商场6楼84、85、92号",""," ","","10万人民币元","存续(在营、开业、在册)","500103000119360","58015732-9","91500103580157329R","有限责任公司","91500103580157329R","批发和零售业","-","10万人民币元","重庆市工商行政管理局渝中区分局","-","-","重庆市渝中区陕西路24号金海洋商场6楼84、85、92号","设计、制作、代理、发布招牌、字牌、灯箱、充气装置广告;会议及展览服务(法律、法规规定需审批或许可的项目除外);销售:工艺美术品、日用百货、家用电器。『以上范围法律、法规、国务院决定禁止经营的不得经营;法律、法规、国务院决定规定应经审批而未获审批前不得经营』★★","https://www.qichacha.com/pl_pf37e27efcae841e745b54f6625626e5.html","未上传","https://www.qichacha.com/firm_5f63ce11427b012d052cfd62dc15501e.html","暂无","2017-03-23","2011-07-25"
"重庆市大泽置业代理有限公司悦城分店","-","暂无","暂无","李国辉 ","重庆市永川区红河大道988号",""," ","","-","存续(在营、开业、在册)","500383300007997","67103042-X","9150011867103042X0","分公司","9150011867103042X0","房地产业","-","-","重庆市工商行政管理局永川区分局","-","-","重庆市永川区红河大道988号","房地产经纪、咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)■","https://www.qichacha.com/pl_pd02d70efe9f37cf05adba1bc4940258.html","未上传","https://www.qichacha.com/firm_356c417c84d226b5ca26c18db505b4dc.html","2898503062@qq.com","2018-01-02","2008-02-13"
"重庆乾矿餐饮有限公司财信渝中城分公司","-","暂无","暂无","陈美杉 ","重庆市渝中区中山一路6号5栋2-4号",""," ","","-","存续(在营、开业、在册)","500103311180204","MA5U795Y-6","91500103MA5U795Y6J","分公司","91500103MA5U795Y6J","住宿和餐饮业","-","-","重庆市工商行政管理局渝中区分局","-","-","重庆市渝中区中山一路6号5栋2-4号","餐饮服务(须经审批的经营项目,取得审批后方可从事经营);销售:日用百货;庆典礼仪服务(国家有专项规定的除外)。『以上范围法律、法规、国务院决定禁止经营的不得经营;法律、法规、国务院决定规定应经审批而未获审批前不得经营』★★","https://www.qichacha.com/pl_p15aa18fd0ffb0aa41286455da474cf3.html","未上传","https://www.qichacha.com/firm_d27c676a50a1d56d63a2035e0a02d3cc.html","暂无","2016-08-10","2016-08-10"
"长城宽带网络服务有限公司重庆分公司","-","暂无","http://www.gwbn.cq.cn/","赵缙 ","重庆市九龙坡区科园三路106号附4-1"," ","","","-","存续(在营、开业、在册)","500901300017441","74534397-2","915001077453439723","分公司","915001077453439723","信息传输、软件和信息技术服务业","500-999人","-","重庆市工商行政管理局九龙坡区分局高新区局","-","GreatWallBroadbandNetworkServiceCo.,Ltd.ChongqingBranch","重庆市九龙坡区科园三路106号附4-1","计算机系统服务,销售计算机、软件及辅助设备、通讯设备(不含卫星地面接收设备)、家用电器、电子产品(不含电子出版物)、机械设备,增值电信业务(须经审批的经营项目,取得审批后方可从事经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)","https://www.qichacha.com/pl_p08be07b08847eb2e373626462644d7f.html","http://qccdata.qichacha.com/ECIScreen/a3295d166e81c39c44bf08382ba53e8d/20180302000049746.png","https://www.qichacha.com/firm_a3295d166e81c39c44bf08382ba53e8d.html","暂无","2017-10-30","2003-01-23"
"","","","","","","成都鹏博士电信传媒集团股份有限公司（原名成都鹏博士科技股份有限公司、成都工益冶金股份有限公司）成立于1985年1月，1994年1月3日，公司股票在上海证券交易所挂牌上市；股票简称：鹏博士；股票代码：600804；2011年公司正式注资长城宽带，并成功收购长城宽带50%股权；公司目前主要从事电信增值服务、安防监控、网络传媒业务，拥有独立的研发、生产、采购和销售系统，具有独立完整的业务及自主经营能力。公司所从事的电信增值服务、城市安防（公司重点建设了2008年“平安北京”城市安防监控网络系统项目）、网络传媒都是基于IP技术的互联网服务业务。基于国家调结构、促发展的经济发展规划，未来，公司将紧紧抓住互联网产业升级的机遇、积极参与到“叁网合一”、云计算、物联网的突破发展的大潮流中，把公司打造成为集平台与应用于一身的综合业务运营商。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司目前主要负责网络建设维护和运营。主要品牌有长城宽带和e网宽带两个品牌，网络覆盖渝中、南岸、九龙坡、江北、渝北、沙坪坝等几大主城区，覆盖面积达到135万平方米，在网用户11万多户。为了公司未来的发展和壮大，现诚邀社会各大英才的加入，一经公司录用提供完善的福利待遇和晋升空间","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆新大正物业集团股份有限公司西凤分公司","-","暂无","http://HTTP://WWW.DZWY.COM","周智 ","重庆市沙坪坝区学城大道62-1号",""," ","","-","存续(在营、开业、在册)","500106311127105","MA5U4GE1-6","91500106MA5U4GE16E","分公司","91500106MA5U4GE16E","租赁和商务服务业","-","-","重庆市工商行政管理局沙坪坝区分局","-","-","重庆市沙坪坝区学城大道62-1号","物业管理服务。(以上范围,法律、法规禁止的不得经营;法律、法规规定应经许可审批的而未获许可审批前不得从事经营)*","https://www.qichacha.com/pl_p64c7d310e87a351d3b729f1c7fca5e4.html","http://qccdata.qichacha.com/ECIScreen/f58cc5b5435a8981c3d85cf9faa600d8/20180503221102529.png","https://www.qichacha.com/firm_f58cc5b5435a8981c3d85cf9faa600d8.html","暂无","2017-12-20","2016-01-20"
"重庆大通珠宝首饰有限公司","-","暂无","暂无","连炜槟 ","重庆市渝北区两路寸滩保税港区空港功能区C区C02-1-1",""," ","","2000万人民币元","存续(在营、开业、在册)","500000000012009","06285021-1","91500000062850211Q","有限责任公司","91500000062850211Q","批发和零售业","-","400万人民币元","重庆两江新区市场和质量监督管理局","-","ChongqingDatongJewelryCo.,Ltd.","重庆市渝北区两路寸滩保税港区空港功能区C区C02-1-1","加工、销售:黄金饰品、铂金饰品、钯金饰品、银饰品、翡翠饰品、玉石饰品、宝石饰品、工艺品。货物及技术进出口,利用自有资金对外进行投资。(以上经营范围法律、法规禁止的,不得从事经营;法律、法规限制的,取得相关许可或审批后,方可从事经营)*","https://www.qichacha.com/pl_p7bc41ee5d5ca69c60597ffe570d4e2c.html","http://qccdata.qichacha.com/ECIScreen/37c5b206729bd02e50ac76039e38cf0e/20180709103122190.png","https://www.qichacha.com/firm_37c5b206729bd02e50ac76039e38cf0e.html","253825679@qq.com","2017-06-20","2013-03-05"
"山东乃大景观园林工程有限公司","-","暂无","暂无","陈忱忱 ","山东省枣庄市滕州市北辛街道学院中路昊洋大厦西弄15层3室",""," ","","1000万人民币元","在营（开业）企业","370481200122882","MA3EP7T2-1","91370481MA3EP7T21T","有限责任公司(自然人投资或控股)","91370481MA3EP7T21T","建筑业","-","-","滕州市工商局","-","-","山东省枣庄市滕州市北辛街道学院中路昊洋大厦西弄15层3室","园林景观工程设计及施工;道路工程施工;园林绿化工程设计、施工及养护;室内外装饰装修设计及工程施工;仿古建筑工程施工;销售:石材、景观雕塑、垃圾桶、标识牌、工艺品(不含文物)、建材、装饰装修材料、苗木、花卉、农药(不含危险化学品及易制毒化学品)、化肥;展览展示服务;文化艺术交流及策划。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p453f2ab02f66f458a8c50beac0c2e20.html","http://qccdata.qichacha.com/ECIScreen/eb64d6541d135b637a3f3dd858371538/20171119212640369.png","https://www.qichacha.com/firm_eb64d6541d135b637a3f3dd858371538.html","327603384@qq.com","2017-11-20","2017-10-20"
"九龙坡区石坪桥盛世娱乐汇","-","暂无","暂无","梁正忠","重庆市九龙坡区石坪桥正街特125号1栋附11号","","","暂无","-","存续","500107610757127","-","92500107MA5UQHXK5G","个体工商户","92500107MA5UQHXK5G","-","-","-","重庆市工商行政管理局九龙坡区分局","-","-","重庆市九龙坡区石坪桥正街特125号1栋附11号","娱乐场所经营（须取得相关行政许可后，在许可范围内从事经营）【依法须经批准的项目，经相关部门批准后方可开展经营活动】。","https://www.qichacha.com/pl_pf77876b82a9936c09820e2c6da434b4.html","未上传","https://www.qichacha.com/firm_c03f3d2dd063446af339a5a814d82c69.html","暂无","2017-07-28","2017-07-28"
"重庆典家贸易有限公司","-","暂无","暂无","向静 ","重庆市九龙坡区奥体路1号附3-17-8号",""," ","","50万人民币元","存续(在营、开业、在册)","500901000111092","69659151-4","91500107696591514Y","有限责任公司","91500107696591514Y","批发和零售业","-","50万人民币元","重庆市工商行政管理局九龙坡区分局高新区局","-","-","重庆市九龙坡区奥体路1号附3-17-8号","销售玻璃制品、塑料制品、厨房用品、床上用品、五金、交电、家用电器、数码相机、针纺织品、服装、鞋帽、工艺美术品(象牙及其制品除外)、办公用品、印刷制品、家纺布艺、劳动防护用品、建材(不含危险化学品)、木制品、农副产品(国家有专项管理规定的除外)、计算机软硬件,绿化植物销售、租赁,会展礼仪服务,承办经批准的文化交流活动(不含演出),企业营销策划,商务信息咨询,户外活动拓展、策划,室内软装设计、制作,设计、制作、代理、发布国内外广告,摄影、摄像服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)","https://www.qichacha.com/pl_pe033adde53e7fdeede85bd18ee69248.html","未上传","https://www.qichacha.com/firm_db3f9c2c585cc127c1910a41ff9da62d.html","暂无","2018-02-05","2009-12-03"
